timestamp,stressor,value,result,success,fallback_used,cpu,mem,prediction,confidence,injected_by_ai
2025-09-02T19:30:44.581878,latency,1.5,3,1,0,0,20,1,0.5,0
2025-09-02T19:30:49.355980,failure,10,15,1,1,0,20,1,0.5,0
2025-09-02T19:30:51.434599,latency,10,20,1,0,0,20,1,0.5,0
2025-09-02T19:30:53.581766,latency,1.5,3,1,0,0.8,20,1,0.5,0
2025-09-02T19:30:57.146847,none,0,0,1,0,0,20,1,0.5,0
2025-09-02T19:33:37.631416,none,1.5,3,1,0,20.4,19.8,1,0.5,0
2025-09-02T19:33:41.505537,none,0,0,1,0,0,19.9,1,0.5,0
2025-09-02T19:33:43.774651,none,1.5,3,1,0,0,19.9,1,0.5,0
2025-09-02T19:33:44.778920,none,-5,-10,1,0,0,19.9,1,0.5,0
2025-09-02T19:33:48.477954,latency,0,0,1,0,0.8,20,1,0.5,0
2025-09-02T19:33:51.950902,latency,1.5,3,1,0,0,20,1,0.5,0
2025-09-02T19:33:56.815441,failure,1.5,2.25,1,1,0,20,1,0.5,0
2025-09-02T19:34:01.589280,timeout,0,0,1,1,0,20,1,0.5,0
2025-09-02T19:34:05.061946,latency,8,16,1,0,0,20,1,0.5,0
2025-09-02T19:34:05.253390,failure,10,15,1,1,0,20,1,0.5,0
2025-09-02T19:34:08.435694,failure,1.5,2.25,1,1,0,20,1,0.5,0
2025-09-02T19:34:15.379927,timeout,7777777,11666665.5,1,1,0,20,1,0.5,0
2025-09-02T19:34:18.467278,failure,90,135,1,1,0,20,1,0.5,0
2025-09-02T19:34:19.864223,latency,-5,-10,1,0,0,20,1,0.5,0
2025-09-02T19:34:24.134046,none,-5,-10,1,0,0,19.9,1,0.5,0
2025-09-02T19:34:29.011423,failure,-5,-7.5,1,1,9.2,19.9,1,0.5,0
2025-09-02T19:34:33.200034,timeout,10,15,1,1,0,20,1,0.5,0
2025-09-02T19:34:34.432547,failure,7,10.5,1,1,0,20,1,0.5,0
2025-09-02T19:34:40.504891,timeout,0,0,1,1,0,20,1,0.5,0
2025-09-02T19:34:42.320466,latency,7777777,15555554,1,0,0,20,1,0.5,0
2025-09-02T19:34:45.506167,latency,-5,-10,1,0,0,20,1,0.5,0
2025-09-02T19:34:49.472186,timeout,10,15,1,1,0,20,1,0.5,0
2025-09-02T19:34:54.658504,latency,7777777,15555554,1,0,0,20.1,1,0.5,0
2025-09-02T19:34:59.358897,failure,7777777,11666665.5,1,1,0,20,1,0.5,0
2025-09-02T19:35:03.125932,failure,7777777,11666665.5,1,1,0,20,1,0.5,0
2025-09-02T20:22:52.734428,none,1.5,3,1,0,0,19.9,1,0.5,0
2025-09-02T20:22:54.730138,none,7777777,15555554,1,0,0,19.9,1,0.5,0
2025-09-02T20:22:55.033489,timeout,10,15,1,1,0,19.9,1,0.5,0
2025-09-02T20:22:55.536108,failure,1.5,2.25,1,1,0.8,19.9,1,0.5,0
2025-09-02T20:22:55.621047,latency,7777777,15555554,1,0,0.8,19.9,1,0.5,0
2025-09-02T20:22:56.733475,none,10,20,1,0,1.7,19.9,1,0.5,0
2025-09-02T20:22:56.792536,timeout,1.5,2.25,1,1,0,19.9,1,0.5,0
2025-09-02T20:22:58.256820,failure,1.5,2.25,1,1,0,19.9,1,0.5,0
2025-09-02T20:22:58.575173,timeout,-5,-7.5,1,1,0.8,19.9,1,0.5,0
2025-09-02T20:22:58.614577,none,-5,-10,1,0,0,20,1,0.5,0
2025-09-02T20:22:58.734660,none,7777777,15555554,1,0,0.8,20,1,0.5,0
2025-09-02T20:22:58.753252,timeout,7777777,11666665.5,1,1,0.8,19.9,1,0.5,0
2025-09-02T20:22:59.540393,timeout,10,15,1,1,0,19.9,1,0.5,0
2025-09-02T20:22:59.801042,latency,0,0,1,0,0,19.9,1,0.5,0
2025-09-02T20:23:00.754230,none,-5,-10,1,0,0.8,20,1,0.5,0
2025-09-02T20:23:02.399180,failure,0,0,1,1,1.7,20,1,0.5,0
2025-09-02T20:23:02.666923,failure,-5,-7.5,1,1,0,20,1,0.5,0
2025-09-02T20:23:02.986072,latency,0,0,1,0,0,20,1,0.5,0
2025-09-02T20:23:03.084724,failure,1.5,2.25,1,1,0.8,20,1,0.5,0
2025-09-02T20:23:03.291090,latency,0,0,1,0,0,20,1,0.5,0
2025-09-02T20:23:03.339012,timeout,0,0,1,1,0,20,1,0.5,0
2025-09-02T20:23:03.618291,timeout,0,0,1,1,0.8,20,1,0.5,0
2025-09-02T20:23:04.451723,latency,1.5,3,1,0,0,20,1,0.5,0
2025-09-02T20:23:05.918086,none,1.5,3,1,0,0,20,1,0.5,0
2025-09-02T20:23:06.464004,failure,-5,-7.5,1,1,0,20,1,0.5,0
2025-09-02T20:23:06.939311,timeout,0,0,1,1,1.7,20,1,0.5,0
2025-09-02T20:23:07.005097,latency,0,0,1,0,0.8,20,1,0.5,0
2025-09-02T20:23:07.020370,timeout,7777777,11666665.5,1,1,2.5,20,1,0.5,0
2025-09-02T20:23:07.122097,timeout,0,0,1,1,0,20,1,0.5,0
2025-09-02T20:23:08.476567,timeout,-5,-7.5,1,1,0,20,1,0.5,0
2025-09-02T20:23:10.079931,timeout,1.5,2.25,1,1,7,20.1,1,0.5,0
2025-09-02T20:23:10.280857,failure,10,15,1,1,1.7,20,1,0.5,0
2025-09-02T20:23:10.642436,none,7777777,15555554,1,0,0,20.1,1,0.5,0
2025-09-02T20:23:10.726729,failure,10,15,1,1,0.8,20.1,1,0.5,0
2025-09-02T20:23:10.735956,timeout,-5,-7.5,1,1,0.8,20.1,1,0.5,0
2025-09-02T20:23:11.054385,failure,7777777,11666665.5,1,1,0,20.1,1,0.5,0
2025-09-02T20:23:11.715292,failure,1.5,2.25,1,1,0,20.1,1,0.5,0
2025-09-02T20:23:12.138614,latency,-5,-10,1,0,1.7,20.1,1,0.5,0
2025-09-02T20:23:12.829422,latency,0,0,1,0,1.7,20.1,1,0.5,0
2025-09-02T20:23:12.976006,failure,-5,-7.5,1,1,0.8,20.1,1,0.5,0
2025-09-02T20:23:14.612657,latency,1.5,3,1,0,0,20.1,1,0.5,0
2025-09-02T20:23:14.806716,latency,7777777,15555554,1,0,0,20.1,1,0.5,0
2025-09-02T20:23:14.931390,failure,-5,-7.5,1,1,2.5,20.1,1,0.5,0
2025-09-02T20:23:15.107733,failure,0,0,1,1,0.8,20.1,1,0.5,0
2025-09-02T20:23:16.980319,failure,10,15,1,1,1.7,20.1,1,0.5,0
2025-09-02T20:23:17.225280,latency,7777777,15555554,1,0,1.7,20.1,1,0.5,0
2025-09-02T20:23:17.492738,latency,10,20,1,0,0.8,20.1,1,0.5,0
2025-09-02T20:23:17.522532,none,-5,-10,1,0,1.7,20.1,1,0.5,0
2025-09-02T20:23:17.535670,none,7777777,15555554,1,0,0.8,20.1,1,0.5,0
2025-09-02T20:23:17.936850,latency,10,20,1,0,0,20.1,1,0.5,0
2025-09-02T20:23:19.652329,none,10,20,1,0,0,20.1,1,0.5,0
2025-09-02T20:23:19.655290,failure,1.5,2.25,1,1,0,20.1,1,0.5,0
2025-09-02T20:23:20.782449,latency,1.5,3,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:21.413975,none,7777777,15555554,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:21.465419,timeout,7,10.5,1,1,0,20.1,1,0.5,0
2025-09-02T20:23:21.706853,failure,7777777,11666665.5,1,1,3.1,20.1,1,0.5,0
2025-09-02T20:23:21.789917,timeout,-5,-7.5,1,1,0.8,20.1,1,0.5,0
2025-09-02T20:23:21.951347,timeout,-5,-7.5,1,1,0,20.1,1,0.5,0
2025-09-02T20:23:22.820873,latency,0,0,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:23.045959,latency,-5,-10,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:23.950099,timeout,10,15,1,1,0,20.2,1,0.5,0
2025-09-02T20:23:24.097288,timeout,-5,-7.5,1,1,0,20.2,1,0.5,0
2025-09-02T20:23:24.341695,none,-5,-10,1,0,1.7,20.2,1,0.5,0
2025-09-02T20:23:24.754231,failure,-5,-7.5,1,1,0,20.2,1,0.5,0
2025-09-02T20:23:24.986728,failure,1.5,2.25,1,1,0,20.2,1,0.5,0
2025-09-02T20:23:25.362175,failure,7777777,11666665.5,1,1,0.8,20.2,1,0.5,0
2025-09-02T20:23:25.813867,none,1.5,3,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:26.733129,none,-5,-10,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:27.017725,none,-5,-10,1,0,0.8,20.2,1,0.5,0
2025-09-02T20:23:27.542743,failure,-5,-7.5,1,1,1.7,20.2,1,0.5,0
2025-09-02T20:23:27.755264,timeout,7777777,11666665.5,1,1,0,20.2,1,0.5,0
2025-09-02T20:23:28.207182,latency,10,20,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:28.390678,failure,-5,-7.5,1,1,0,20.2,1,0.5,0
2025-09-02T20:23:29.333836,latency,10,20,1,0,0,20.2,1,0.5,0
2025-09-02T20:23:29.920973,latency,-5,-10,1,0,1.7,20.2,1,0.5,0
2025-09-02T20:23:30.171247,none,-5,-10,1,0,0.8,20.3,1,0.5,0
2025-09-02T20:23:30.878429,latency,10,20,1,0,0.8,20.3,1,0.5,0
2025-09-02T20:23:31.118808,none,10,20,1,0,1.7,20.3,1,0.5,0
2025-09-02T20:23:31.214375,timeout,7777777,11666665.5,1,1,2.5,20.3,1,0.5,0
2025-09-02T20:23:32.462163,failure,1.5,2.25,1,1,1.7,20.3,1,0.5,0
2025-09-02T20:23:32.515473,timeout,10,15,1,1,2.5,20.3,1,0.5,0
2025-09-02T20:23:32.579671,failure,10,15,1,1,0,20.3,1,0.5,0
2025-09-02T20:23:33.250933,none,7777777,15555554,1,0,0,20.3,1,0.5,0
2025-09-02T20:23:33.670889,none,7777777,15555554,1,0,0,20.3,1,0.5,0
2025-09-02T20:23:34.548774,timeout,10,15,1,1,1.7,20.3,1,0.5,0
2025-09-02T20:23:34.793670,latency,10,20,1,0,1.7,20.3,1,0.5,0
2025-09-02T20:23:35.465422,timeout,-5,-7.5,1,1,1.7,20.3,1,0.5,0
2025-09-02T20:23:35.688220,failure,7777777,11666665.5,1,1,0,20.3,1,0.5,0
2025-09-02T20:23:35.865578,failure,-5,-7.5,1,1,0,20.3,1,0.5,0
2025-09-02T20:23:35.909793,latency,1.5,3,1,0,0,20.3,1,0.5,0
2025-09-02T20:23:36.817448,timeout,10,15,1,1,0,20.3,1,0.5,0
2025-09-02T20:23:37.128202,latency,0,0,1,0,0,20.3,1,0.5,0
2025-09-02T20:23:37.766988,none,0,0,1,0,2.5,20.4,1,0.5,0
2025-09-02T20:23:37.922294,timeout,0,0,1,1,5,20.3,1,0.5,0
2025-09-02T20:23:38.772791,failure,7777777,11666665.5,1,1,0.8,20.4,1,0.5,0
2025-09-02T20:23:38.784227,timeout,10,15,1,1,1.6,20.4,1,0.5,0
2025-09-02T20:23:39.108124,none,0,0,1,0,2.5,20.4,1,0.5,0
2025-09-02T20:23:39.545530,timeout,10,15,1,1,2.6,20.4,1,0.5,0
2025-09-02T20:23:40.460093,latency,-5,-10,1,0,0,20.4,1,0.5,0
2025-09-02T20:23:40.882250,timeout,0,0,1,1,1.7,20.4,1,0.5,0
2025-09-02T20:23:41.677152,none,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:41.734351,failure,0,0,1,1,0,20.4,1,0.5,0
2025-09-02T20:23:41.809467,none,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:42.276973,none,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:42.834374,failure,7777777,11666665.5,1,1,0,20.4,1,0.5,0
2025-09-02T20:23:43.183788,none,7777777,15555554,1,0,3.4,20.5,1,0.5,0
2025-09-02T20:23:43.879990,none,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:44.003139,none,-5,-10,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:23:44.519080,latency,7777777,15555554,1,0,2.5,20.5,1,0.5,0
2025-09-02T20:23:45.139744,timeout,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:45.420133,latency,-5,-10,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:23:45.559247,none,1.5,3,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:45.853910,timeout,0,0,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:23:46.149743,none,7777777,15555554,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:23:46.947831,latency,0,0,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:47.551217,timeout,0,0,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:23:47.724475,none,7777777,15555554,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:47.729547,none,7777777,15555554,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:23:48.777199,latency,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:48.992322,timeout,10,15,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:49.301429,latency,1.5,3,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:50.066309,none,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:50.982202,timeout,10,15,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:51.381254,failure,10,15,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:23:51.506656,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:52.007882,timeout,-5,-7.5,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:23:52.070128,failure,7777777,11666665.5,1,1,1.7,20.5,1,0.5,0
2025-09-02T20:23:52.322322,latency,7777777,15555554,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:52.837302,failure,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:53.460949,latency,7777777,15555554,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:23:55.002348,timeout,0,0,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:55.367530,latency,1.5,3,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:56.562277,timeout,0,0,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:56.780269,none,0,0,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:23:57.024558,timeout,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:57.138365,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:57.326624,latency,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:23:58.258823,none,1.5,3,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:23:58.322992,latency,-5,-10,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:23:58.747456,timeout,1.5,2.25,1,1,0,20.5,1,0.5,0
2025-09-02T20:23:59.909254,failure,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:00.125636,none,10,20,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:24:00.449500,failure,1.5,2.25,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:00.886065,latency,-5,-10,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:01.167865,latency,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:01.597224,latency,0,0,1,0,2.6,20.5,1,0.5,0
2025-09-02T20:24:02.375315,latency,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:02.615239,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:02.810635,latency,0,0,1,0,2.5,20.5,1,0.5,0
2025-09-02T20:24:03.512989,none,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:04.261803,latency,7777777,15555554,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:04.385543,timeout,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:04.430977,latency,7777777,15555554,1,0,2.5,20.5,1,0.5,0
2025-09-02T20:24:04.659867,failure,7777777,11666665.5,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:24:05.252459,timeout,0,0,1,1,1.7,20.5,1,0.5,0
2025-09-02T20:24:05.478564,none,-5,-10,1,0,2.5,20.5,1,0.5,0
2025-09-02T20:24:06.054131,none,1.5,3,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:06.057393,timeout,10,15,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:07.744851,latency,-5,-10,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:08.046677,latency,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:08.746608,timeout,10,15,1,1,1.7,20.5,1,0.5,0
2025-09-02T20:24:08.871939,failure,7777777,11666665.5,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:24:09.293812,failure,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:09.529588,timeout,0,0,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:09.642255,latency,10,20,1,0,0.8,20.6,1,0.5,0
2025-09-02T20:24:10.172397,failure,7777777,11666665.5,1,1,12.4,20.6,1,0.5,0
2025-09-02T20:24:10.614242,none,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:11.672527,none,1.5,3,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:11.815034,latency,0,0,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:12.251375,latency,7777777,15555554,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:24:13.064463,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:13.500667,timeout,1.5,2.25,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:13.535213,latency,0,0,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:13.791398,failure,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:13.923216,latency,7777777,15555554,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:14.441116,none,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:14.606385,timeout,10,15,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:24:14.720547,none,10,20,1,0,3.4,20.5,1,0.5,0
2025-09-02T20:24:15.251007,latency,0,0,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:16.167103,latency,1.5,3,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:16.194418,latency,1.5,3,1,0,3.4,20.5,1,0.5,0
2025-09-02T20:24:17.422315,latency,-5,-10,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:24:17.439464,timeout,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:17.557074,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:18.098483,latency,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:18.876376,timeout,1.5,2.25,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:19.030935,failure,1.5,2.25,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:24:20.135013,timeout,7777777,11666665.5,1,1,14.8,20.5,1,0.5,0
2025-09-02T20:24:20.245583,none,-5,-10,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:20.257205,latency,0,0,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:20.430832,none,1.5,3,1,0,1.7,20.5,1,0.5,0
2025-09-02T20:24:20.824021,latency,0,0,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:21.248271,timeout,1.5,2.25,1,1,1.7,20.6,1,0.5,0
2025-09-02T20:24:21.429961,timeout,7777777,11666665.5,1,1,0.8,20.6,1,0.5,0
2025-09-02T20:24:21.483280,none,7777777,15555554,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:22.393956,timeout,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:22.427526,latency,7777777,15555554,1,0,2.5,20.5,1,0.5,0
2025-09-02T20:24:22.639140,none,7777777,15555554,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:22.950901,latency,-5,-10,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:23.999057,latency,1.5,3,1,0,2.5,20.5,1,0.5,0
2025-09-02T20:24:24.730851,latency,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:25.047422,latency,10,20,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:25.810336,failure,7777777,11666665.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:26.129659,none,10,20,1,0,0.8,20.5,1,0.5,0
2025-09-02T20:24:26.482440,failure,0,0,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:27.179358,none,1.5,3,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:27.246883,timeout,-5,-7.5,1,1,0.8,20.5,1,0.5,0
2025-09-02T20:24:27.276809,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:28.017020,latency,0,0,1,0,0,20.5,1,0.5,0
2025-09-02T20:24:28.435915,none,10,20,1,0,9.8,20.6,1,0.5,0
2025-09-02T20:24:28.606399,timeout,-5,-7.5,1,1,0,20.5,1,0.5,0
2025-09-02T20:24:29.073832,none,7777777,15555554,1,0,1.7,20.6,1,0.5,0
2025-09-02T20:24:29.169085,none,-5,-10,1,0,2.6,20.6,1,0.5,0
2025-09-02T20:24:29.789270,none,0,0,1,0,2.5,20.6,1,0.5,0
2025-09-02T20:24:29.938166,none,-5,-10,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:30.197661,failure,0,0,1,1,16.8,20.6,1,0.5,0
2025-09-02T20:24:30.602365,none,10,20,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:30.893447,failure,1.5,2.25,1,1,3.4,20.6,1,0.5,0
2025-09-02T20:24:31.212764,latency,10,20,1,0,0.8,20.6,1,0.5,0
2025-09-02T20:24:31.366376,latency,7777777,15555554,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:31.645397,failure,7777777,11666665.5,1,1,1.7,20.6,1,0.5,0
2025-09-02T20:24:32.467869,failure,7777777,11666665.5,1,1,0.8,20.6,1,0.5,0
2025-09-02T20:24:32.601995,none,-5,-10,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:32.670720,none,-5,-10,1,0,1.6,20.6,1,0.5,0
2025-09-02T20:24:33.041741,none,1.5,3,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:33.994607,none,-5,-10,1,0,0.8,20.6,1,0.5,0
2025-09-02T20:24:34.103077,none,7777777,15555554,1,0,0,20.6,1,0.5,0
2025-09-02T20:24:34.124538,timeout,7777777,11666665.5,1,1,0,20.6,1,0.5,0
2025-09-02T20:24:34.805310,failure,1.5,2.25,1,1,1.6,20.6,1,0.5,0
2025-09-02T20:24:35.508767,failure,1.5,2.25,1,1,0,20.6,1,0.5,0
2025-09-02T20:24:35.754449,failure,-5,-7.5,1,1,1.7,20.6,1,0.5,0
2025-09-02T20:24:36.216244,timeout,10,15,1,1,1.7,20.6,1,0.5,0
2025-09-02T20:24:36.295351,latency,1.5,3,1,0,0,20.6,1,0.5,0
